Date/Time (LST),Longitude (x),Latitude (y),Station Name,Climate ID,Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2012-06-25 07:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,07:00,17.2,,13.8,,80,,,,25.0,,15,,24.1,,100.18,,,,,,Cloudy
2012-06-25 08:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,08:00,18.7,,13.9,,74,,,,23.0,,17,,24.1,,100.16,,,,,,Mainly Clear
2012-06-25 09:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,09:00,18.8,,13.0,,69,,,,23.0,,26,,24.1,,100.13,,,,,,Mostly Cloudy
2012-06-25 10:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,10:00,17.9,,12.8,,72,,,,25.0,,24,,24.1,,100.12,,,,,,Rain Showers
2012-06-25 11:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,11:00,19.8,,13.1,,65,,,,26.0,,22,,24.1,,100.1,,,,,,Mostly Cloudy
2012-06-25 12:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,12:00,19.0,,11.9,,63,,,,27.0,,26,,24.1,,100.12,,,,,,Mostly Cloudy
2012-06-25 13:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,13:00,19.7,,12.4,,63,,,,23.0,,19,,24.1,,100.12,,,,,,Mostly Cloudy
2012-06-25 14:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,14:00,20.2,,12.2,,60,,,,26.0,,26,,24.1,,100.13,,,,,,Mostly Cloudy
2012-06-25 15:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,15:00,18.8,,10.8,,60,,,,27.0,,28,,24.1,,100.09,,,,,,Mostly Cloudy
2012-06-25 16:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,16:00,18.1,,10.8,,62,,,,26.0,,26,,24.1,,100.12,,,,,,Mostly Cloudy
2012-06-25 17:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,17:00,16.5,,10.8,,69,,,,26.0,,26,,24.1,,100.14,,,,,,Cloudy
2012-06-25 18:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,18:00,16.0,,10.7,,71,,,,24.0,,28,,24.1,,100.12,,,,,,Cloudy
2012-06-25 19:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,19:00,15.0,,10.9,,76,,,,25.0,,22,,24.1,,100.14,,,,,,Cloudy
2012-06-25 20:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,20:00,15.2,,11.3,,78,,,,25.0,,11,,24.1,,100.12,,,,,,Cloudy
2012-06-25 21:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,21:00,16.6,,12.3,,76,,,,33.0,,13,,25.0,,100.13,,,,,,Cloudy
2012-06-25 22:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,22:00,17.1,,11.8,,71,,,,36.0,,24,,25.0,,100.13,,,,,,Cloudy
2012-06-25 23:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,25,23:00,16.7,,11.6,,72,,,,1.0,,22,,25.0,,100.14,,,,,,Cloudy
2012-06-26 00:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,00:00,16.6,,11.3,,71,,,,2.0,,26,,25.0,,100.12,,,,,,Cloudy
2012-06-26 01:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,01:00,16.2,,10.9,,71,,,,36.0,,24,,25.0,,100.13,,,,,,Cloudy
2012-06-26 02:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,02:00,15.7,,10.6,,72,,,,36.0,,11,,25.0,,100.11,,,,,,Cloudy
2012-06-26 03:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,03:00,15.8,,10.5,,71,,,,36.0,,13,,25.0,,100.12,,,,,,Cloudy
2012-06-26 04:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,04:00,15.6,,10.2,,70,,,,34.0,,13,,24.1,,100.12,,,,,,Cloudy
2012-06-26 05:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,05:00,15.4,,10.2,,71,,,,34.0,,17,,24.1,,100.16,,,,,,Cloudy
2012-06-26 06:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,06:00,15.6,,10.2,,70,,,,35.0,,17,,24.1,,100.18,,,,,,Mostly Cloudy
2012-06-26 07:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,07:00,16.0,,10.4,,69,,,,35.0,,11,,24.1,,100.19,,,,,,Mostly Cloudy
2012-06-26 08:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,08:00,16.4,,10.3,,67,,,,1.0,,17,,24.1,,100.18,,,,,,Cloudy
2012-06-26 09:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,09:00,16.9,,10.5,,66,,,,35.0,,9,,24.1,,100.16,,,,,,Cloudy
2012-06-26 10:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,10:00,17.0,,10.4,,65,,,,31.0,,13,,24.1,,100.15,,,,,,Cloudy
2012-06-26 11:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,11:00,17.6,,10.8,,64,,,,31.0,,11,,24.1,,100.12,,,,,,Cloudy
2012-06-26 12:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,12:00,16.9,,11.5,,70,,,,33.0,,15,,24.1,,100.12,,,,,,Rain
2012-06-26 13:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,13:00,16.2,,10.9,,71,,,,32.0,,26,,19.3,,100.1,,,,,,Cloudy
2012-06-26 14:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,14:00,16.3,,11.6,,74,,,,31.0,,20,,19.3,,100.07,,,,,,Drizzle
2012-06-26 15:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,15:00,16.6,,11.4,,71,,,,30.0,,20,,24.1,,100.03,,,,,,Cloudy
2012-06-26 16:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,16:00,15.8,,12.4,,80,,,,30.0,,17,,24.1,,100.0,,,,,,Cloudy
2012-06-26 17:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,17:00,16.1,,12.5,,79,,,,29.0,,13,,24.1,,99.99,,,,,,Rain Showers
2012-06-26 18:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,18:00,15.6,,12.6,,82,,,,30.0,,13,,19.3,,99.99,,,,,,Rain
2012-06-26 19:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,19:00,15.4,,12.6,,83,,,,29.0,,15,,19.3,,99.93,,,,,,Rain
2012-06-26 20:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,20:00,15.3,,12.8,,85,,,,30.0,,15,,24.1,,99.9,,,,,,Rain
2012-06-26 21:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,21:00,15.4,,12.9,,85,,,,30.0,,15,,12.9,,99.9,,,,,,Rain
2012-06-26 22:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,22:00,15.4,,12.8,,84,,,,29.0,,15,,16.1,,99.85,,,,,,Rain
2012-06-26 23:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,26,23:00,15.4,,12.8,,84,,,,29.0,,15,,19.3,,99.8,,,,,,Rain
2012-06-27 00:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,00:00,15.7,,12.9,,83,,,,29.0,,17,,19.3,,99.75,,,,,,Rain
2012-06-27 01:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,01:00,15.7,,12.9,,83,,,,28.0,,13,,19.3,,99.72,,,,,,Rain
2012-06-27 02:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,02:00,15.6,,12.7,,83,,,,28.0,,11,,19.3,,99.69,,,,,,Rain
2012-06-27 03:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,03:00,15.3,,12.7,,84,,,,28.0,,9,,19.3,,99.69,,,,,,Rain
2012-06-27 04:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,04:00,15.2,,12.4,,83,,,,28.0,,13,,19.3,,99.72,,,,,,Rain
2012-06-27 05:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,05:00,15.2,,12.2,,82,,,,27.0,,17,,24.1,,99.76,,,,,,Rain
2012-06-27 06:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,06:00,15.4,,12.2,,81,,,,28.0,,15,,24.1,,99.79,,,,,,Rain
2012-06-27 07:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,07:00,16.3,,12.2,,77,,,,28.0,,20,,24.1,,99.81,,,,,,Rain
2012-06-27 08:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,08:00,18.0,,12.9,,72,,,,28.0,,28,,24.1,,99.83,,,,,,Mostly Cloudy
2012-06-27 09:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,09:00,18.0,,12.0,,68,,,,29.0,,20,,24.1,,99.86,,,,,,Cloudy
2012-06-27 10:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,10:00,18.7,,13.0,,69,,,,28.0,,20,,24.1,,99.89,,,,,,Rain
2012-06-27 11:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,11:00,17.8,,13.5,,76,,,,30.0,,24,,24.1,,99.93,,,,,,Rain
2012-06-27 12:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,12:00,19.8,,13.5,,67,,,,33.0,,20,,19.3,,99.92,,,,,,Rain
2012-06-27 13:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,13:00,19.3,,14.4,,73,,,,32.0,,13,,19.3,,99.96,,,,,,Rain
2012-06-27 14:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,14:00,19.1,,14.7,,76,,,,30.0,,19,,19.3,,99.99,,,,,,Rain
2012-06-27 15:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,15:00,19.6,,15.1,,75,,,,29.0,,19,,24.1,,100.02,,,,,,Mostly Cloudy
2012-06-27 16:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,16:00,20.3,,14.2,,68,,,,28.0,,20,,24.1,,100.03,,,,,,Rain
2012-06-27 17:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,17:00,19.9,,14.3,,70,,,,29.0,,20,,24.1,,100.05,,,,,,Mostly Cloudy
2012-06-27 18:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,18:00,21.1,,14.1,,64,,,,29.0,,15,,24.1,,100.06,,25.0,,,,Mostly Cloudy
2012-06-27 19:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,19:00,19.4,,13.8,,70,,,,30.0,,17,,24.1,,100.09,,,,,,Rain
2012-06-27 20:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,20:00,19.3,,13.2,,68,,,,31.0,,11,,24.1,,100.13,,,,,,Cloudy
2012-06-27 21:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,21:00,19.3,,12.7,,66,,,,30.0,,13,,25.0,,100.19,,,,,,Mostly Cloudy
2012-06-27 22:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,22:00,18.7,,13.4,,71,,,,29.0,,11,,25.0,,100.19,,,,,,Cloudy
2012-06-27 23:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,27,23:00,17.5,,14.1,,80,,,,27.0,,9,,25.0,,100.17,,,,,,Cloudy
2012-06-28 00:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,00:00,17.2,,14.0,,81,,,,28.0,,6,,25.0,,100.17,,,,,,Cloudy
2012-06-28 01:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,01:00,17.7,,13.3,,75,,,,28.0,,11,,25.0,,100.15,,,,,,Cloudy
2012-06-28 02:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,02:00,17.6,,13.4,,76,,,,27.0,,7,,25.0,,100.16,,,,,,Cloudy
2012-06-28 03:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,03:00,17.5,,13.3,,76,,,,27.0,,6,,25.0,,100.18,,,,,,Rain
2012-06-28 04:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,04:00,17.7,,13.9,,78,,,,24.0,,11,,25.0,,100.2,,,,,,Rain Showers
2012-06-28 05:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,05:00,17.6,,13.7,,78,,,,24.0,,9,,48.3,,100.25,,,,,,Mostly Cloudy
2012-06-28 06:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,06:00,17.7,,13.7,,77,,,,25.0,,11,,48.3,,100.27,,,,,,Mostly Cloudy
2012-06-28 07:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,07:00,18.6,,14.2,,76,,,,28.0,,11,,48.3,,100.29,,,,,,Mostly Cloudy
2012-06-28 08:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,08:00,19.4,,14.2,,72,,,,27.0,,9,,48.3,,100.28,,,,,,Mostly Cloudy
2012-06-28 09:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,09:00,20.4,,14.1,,67,,,,26.0,,11,,48.3,,100.27,,,,,,Mostly Cloudy
2012-06-28 10:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,10:00,21.7,,14.7,,64,,,,27.0,,11,,48.3,,100.23,,25.0,,,,Mostly Cloudy
2012-06-28 11:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,11:00,23.0,,14.7,,60,,,,28.0,,13,,48.3,,100.21,,27.0,,,,Mostly Cloudy
2012-06-28 12:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,12:00,24.6,,15.3,,56,,,,26.0,,9,,48.3,,100.19,,29.0,,,,Mostly Cloudy
2012-06-28 13:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,13:00,24.9,,15.0,,54,,,,22.0,,17,,48.3,,100.11,,29.0,,,,Mainly Clear
2012-06-28 14:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,14:00,25.5,,15.3,,53,,,,21.0,,22,,48.3,,100.08,,30.0,,,,Mainly Clear
2012-06-28 15:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,15:00,27.0,,14.8,,47,,,,22.0,,22,,48.3,,100.03,,31.0,,,,Mainly Clear
2012-06-28 16:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,16:00,27.1,,14.0,,45,,,,21.0,,22,,48.3,,100.01,,30.0,,,,Mainly Clear
2012-06-28 17:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,17:00,27.2,,12.6,,40,,,,22.0,,19,,48.3,,99.92,,30.0,,,,Mostly Cloudy
2012-06-28 18:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,18:00,26.4,,12.1,,41,,,,22.0,,19,,48.3,,99.9,,29.0,,,,Mostly Cloudy
2012-06-28 19:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,19:00,25.4,,12.9,,46,,,,23.0,,13,,48.3,,99.91,,28.0,,,,Mostly Cloudy
2012-06-28 20:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,20:00,24.1,,13.5,,52,,,,22.0,,11,,24.1,,99.89,,27.0,,,,Mainly Clear
2012-06-28 21:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,21:00,23.6,,14.3,,56,,,,21.0,,11,,25.0,,99.95,,27.0,,,,Mainly Clear
2012-06-28 22:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,22:00,22.5,,15.0,,63,,,,20.0,,11,,25.0,,99.88,,26.0,,,,Mostly Cloudy
2012-06-28 23:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,28,23:00,21.9,,15.4,,67,,,,19.0,,15,,25.0,,99.85,,26.0,,,,Mostly Cloudy
2012-06-29 00:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,00:00,22.2,,14.0,,60,,,,21.0,,15,,25.0,,99.83,,26.0,,,,Rain Showers
2012-06-29 01:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,01:00,21.1,,14.7,,67,,,,20.0,,4,,25.0,,99.75,,25.0,,,,Cloudy
2012-06-29 02:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,02:00,20.3,,15.3,,73,,,,21.0,,7,,25.0,,99.71,,,,,,Cloudy
2012-06-29 03:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,03:00,19.5,,16.1,,81,,,,21.0,,7,,9.7,,99.71,,,,,,"Thunderstorms,Rain Showers,Fog"
2012-06-29 04:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,04:00,18.8,,16.5,,86,,,,14.0,,9,,24.1,,99.68,,,,,,Cloudy
2012-06-29 05:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,05:00,18.9,,16.4,,85,,,,16.0,,13,,24.1,,99.71,,,,,,Mostly Cloudy
2012-06-29 06:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,06:00,19.7,,16.7,,83,,,,18.0,,17,,24.1,,99.72,,,,,,Mostly Cloudy
2012-06-29 07:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,07:00,21.4,,16.7,,75,,,,20.0,,20,,24.1,,99.65,,26.0,,,,Mainly Clear
2012-06-29 08:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,08:00,22.8,,17.4,,72,,,,22.0,,24,,24.1,,99.61,,28.0,,,,Mainly Clear
2012-06-29 09:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,09:00,24.8,,18.0,,66,,,,23.0,,24,,24.1,,99.55,,31.0,,,,Mainly Clear
2012-06-29 10:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,10:00,25.5,,18.3,,64,,,,22.0,,26,,48.3,,99.52,,32.0,,,,Clear
2012-06-29 11:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,11:00,26.5,,19.2,,64,,,,25.0,,26,,24.1,,99.51,,33.0,,,,Mainly Clear
2012-06-29 12:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,12:00,27.3,,18.5,,59,,,,27.0,,32,,24.1,,99.47,,34.0,,,,Mostly Cloudy
2012-06-29 13:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,13:00,28.6,,18.2,,53,,,,25.0,,37,,48.3,,99.46,,35.0,,,,Mainly Clear
2012-06-29 14:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,14:00,29.8,,17.1,,46,,,,26.0,,33,,48.3,,99.44,,35.0,,,,Mainly Clear
2012-06-29 15:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,15:00,30.7,,14.6,,38,,,,27.0,,32,,48.3,,99.42,,34.0,,,,Mainly Clear
2012-06-29 16:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,16:00,31.1,,13.0,,33,,,,27.0,,28,,48.3,,99.39,,34.0,,,,Mainly Clear
2012-06-29 17:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,17:00,30.2,,12.2,,33,,,,26.0,,30,,48.3,,99.43,,33.0,,,,Mainly Clear
2012-06-29 18:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,18:00,29.8,,12.5,,35,,,,27.0,,24,,48.3,,99.45,,32.0,,,,Mainly Clear
2012-06-29 19:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,19:00,28.5,,12.3,,37,,,,27.0,,17,,48.3,,99.45,,31.0,,,,Mainly Clear
2012-06-29 20:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,20:00,27.6,,13.4,,42,,,,22.0,,9,,25.0,,99.51,,31.0,,,,Mainly Clear
2012-06-29 21:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,21:00,26.5,,15.3,,50,,,,24.0,,22,,25.0,,99.58,,31.0,,,,Mainly Clear
2012-06-29 22:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,22:00,25.7,,14.0,,48,,,,25.0,,22,,25.0,,99.59,,29.0,,,,Mostly Cloudy
2012-06-29 23:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,29,23:00,24.5,,13.5,,50,,,,24.0,,17,,25.0,,99.61,,28.0,,,,Mainly Clear
2012-06-30 00:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,30,00:00,23.1,,11.9,,49,,,,25.0,,20,,25.0,,99.63,,25.0,,,,Clear
2012-06-30 01:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,30,01:00,22.6,,11.4,,49,,,,24.0,,15,,25.0,,99.68,,25.0,,,,Clear
2012-06-30 02:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,30,02:00,22.0,,11.5,,51,,,,23.0,,17,,25.0,,99.67,,,,,,Clear
2012-06-30 03:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,30,03:00,21.2,,12.3,,57,,,,23.0,,17,,25.0,,99.66,,,,,,Clear
2012-06-30 04:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,30,04:00,20.5,,13.0,,62,,,,22.0,,20,,48.3,,99.7,,,,,,Clear
2012-06-30 05:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,30,05:00,20.8,,12.4,,59,,,,23.0,,26,,48.3,,99.83,,,,,,Mostly Cloudy
2012-06-30 06:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,30,06:00,21.6,,13.2,,59,,,,24.0,,28,,48.3,,99.85,,25.0,,,,Mostly Cloudy
2012-06-30 07:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,6,30,07:00,22.1,,13.8,,59,,,,25.0,,20,,48.3,,99.86,,25.0,,,,Mostly Cloudy
